fork,upstream,vuln_id,head_swh,fix_urls,manual evaluation,Owner notification,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2021-4136,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/605ec91e5a7330d61be313637e495fa02a6dc264/,NEGATIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2023-4734,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/4c6fe2e2ea62469642ed1d80b16d39e616b25cf5/,NEGATIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-2129,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/d6211a52ab9f53b82f884561ed43d2fe4d24ff7d/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2023-4751,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/e1121b139480f53d1b06f84f3e4574048108fa0b/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-4292,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/c3d27ada14acd02db357f2d16347acc22cb17e93/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2023-2610,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/ab9a2d884b3a4abe319606ea95a5a6d6b01cd73a/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2021-3968,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/a062006b9de0b2947ab5fb376c6e67ef92a8cd69/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2021-3872,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/826bfe4bbd7594188e3d74d2539d9707b1c6a14b/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2023-0054,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/3ac1d97a1d9353490493d30088256360435f7731/,NEGATIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-1897,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/338f1fc0ee3ca929387448fe464579d6113fa76a/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-2982,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/d6c67629ed05aae436164eec474832daf8ba7420/,NEGATIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2023-0288,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/232bdaaca98c34a99ffadf27bf6ee08be6cc8f6a/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-1619,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/ef02f16609ff0a26ffc6e20263523424980898fe/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2021-3984,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/2de9b7c7c8791da8853a9a7ca9c467867465b655/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-0729,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/6456fae9ba8e72c74b2c0c499eaf09974604ff30/,POSITIVE,,,,,
https://github.com/Snapchat/KeyDB,https://github.com/redis/redis,CVE-2021-32687,https://archive.softwareheritage.org/browse/revision/603ebb27fb82a27fb98b0feb6749b0f7661a1c4b,https://archive.softwareheritage.org/browse/revision/a30d367a71b7017581cf1ca104242a3c644dec0f/,NEGATIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-2571,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/a6f9e300161f4cb54713da22f65b261595e8e614/,NEGATIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2021-3973,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/615ddd5342b50a6878a907062aa471740bd9a847/,POSITIVE,,,,,
https://github.com/Snapchat/KeyDB,https://github.com/redis/redis,CVE-2021-32628,https://archive.softwareheritage.org/browse/revision/603ebb27fb82a27fb98b0feb6749b0f7661a1c4b,https://archive.softwareheritage.org/browse/revision/f6a40570fa63d5afdd596c78083d754081d80ae3/,NEGATIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-1785,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/e2bd8600b873d2cd1f9d667c28cba8b1dba18839/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2023-0049,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/7b17eb4b063a234376c1ec909ee293e42cff290c/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-2257,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/083692d598139228e101b8c521aaef7bcf256e9a/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-0393,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/a4bc2dd7cccf5a4a9f78b58b6f35a45d17164323/,NEGATIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-0361,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/dc5490e2cbc8c16022a23b449b48c1bd0083f366/,NEGATIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-2207,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/0971c7a4e537ea120a6bb2195960be8d0815e97b/,POSITIVE,,,,,
https://github.com/XQuartz/xorg-server,https://gitlab.freedesktop.org/xorg/xserver,CVE-2023-6478,https://archive.softwareheritage.org/browse/revision/eb7c1e7fb16338d8fc03a0bb0f9bb53eb99ee139,https://archive.softwareheritage.org/browse/revision/aaf854fb25541380cc38a221c15f0e8372f48872/ https://archive.softwareheritage.org/browse/revision/58e83c683950ac9e253ab05dd7a13a8368b70a3c/ https://archive.softwareheritage.org/browse/revision/14f480010a93ff962fef66a16412fafff81ad632/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-2288,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/c6fdb15d423df22e1776844811d082322475e48a/,NEGATIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-2183,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/8eba2bd291b347e3008aa9e565652d51ad638cfa/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-0408,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/06f15416bb8d5636200a10776f1752c4d6e49f31/,POSITIVE,,,,,
https://github.com/cloudflare/zlib,https://github.com/madler/zlib,CVE-2016-9841,https://archive.softwareheritage.org/browse/revision/7aa510344e06fecd6fe09195ac22e9a424ceb660,https://archive.softwareheritage.org/browse/revision/9aaec95e82117c1cb0f9624264c3618fc380cecb/,NEGATIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-0413,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/37f47958b8a2a44abc60614271d9537e7f14e51a/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-1769,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/4748c4bd64610cf943a431d215bb1aad51f8d0b4/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-1735,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/7ce5b2b590256ce53d6af28c1d203fb3bc1d2d97/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-0685,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/5921aeb5741fc6e84c870d68c7c35b93ad0c9f87/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-2284,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/3d51ce18ab1be4f9f6061568a4e7fabf00b21794/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-2210,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/c101abff4c6756db4f5e740fde289decb9452efa/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-4141,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/cc762a48d42b579fb7bdec2c614636b830342dd5/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-0572,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/6e28703a8e41f775f64e442c5d11ce1ff599aa3f/,POSITIVE,,,,,
https://github.com/reMarkable/linux,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git,CVE-2021-4154,https://archive.softwareheritage.org/browse/revision/20b9954fd6345ecd241c135d87081b4e10b4febc,https://archive.softwareheritage.org/browse/revision/3b0462726e7ef281c35a7a4ae33e93ee2bc9975b/,POSITIVE,,sent,,,
https://github.com/MotorolaMobilityLLC/kernel-msm,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git,CVE-2021-4154,https://archive.softwareheritage.org/browse/revision/fb25b3dba2bc6319c82baa58ca2942e6cd87c81f,https://archive.softwareheritage.org/browse/revision/3b0462726e7ef281c35a7a4ae33e93ee2bc9975b/,NEGATIVE,,,,,
https://github.com/linux-kernel-labs/linux,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git,CVE-2021-4154,https://archive.softwareheritage.org/browse/revision/696df5ea825e7b2468c80920cf3ad729ae8db2cc,https://archive.softwareheritage.org/browse/revision/3b0462726e7ef281c35a7a4ae33e93ee2bc9975b/,POSITIVE,EXCLUDED,,,,
https://github.com/google/ghost-kernel,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git,CVE-2021-4154,https://archive.softwareheritage.org/browse/revision/edd5f9490d82df24c16f90a62f7be05c6c389867,https://archive.softwareheritage.org/browse/revision/3b0462726e7ef281c35a7a4ae33e93ee2bc9975b/,POSITIVE,,sent,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-0318,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/57df9e8a9f9ae1aafdde9b86b10ad907627a87dc/,POSITIVE,,,,,
https://github.com/Snapchat/KeyDB,https://github.com/redis/redis,CVE-2021-32626,https://archive.softwareheritage.org/browse/revision/603ebb27fb82a27fb98b0feb6749b0f7661a1c4b,https://archive.softwareheritage.org/browse/revision/666ed7facf4524bf6d19b11b20faa2cf93fdf591/,NEGATIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2021-4069,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/e031fe90cf2e375ce861ff5e5e281e4ad229ebb9/,POSITIVE,,,,,
https://github.com/adafruit/circuitpython,https://github.com/jimmo/micropython,PYSEC-2023-256,https://archive.softwareheritage.org/browse/revision/f75340f88fcff6ad69faba870beeb67135f51765,https://archive.softwareheritage.org/browse/revision/8b24aa36ba978eafc6114b6798b47b7bfecdca26/,NEGATIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-2286,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/f12129f1714f7d2301935bb21d896609bdac221c/,POSITIVE,,,,,
https://github.com/bitnine-oss/agensgraph,https://github.com/postgres/postgres,CVE-2021-23214,https://archive.softwareheritage.org/browse/revision/671510be3fa84d015cdac3c97ddd276e0dd71e1e,https://archive.softwareheritage.org/browse/revision/28e24125541545483093819efae9bca603441951/,NEGATIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2023-1127,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/e0f869196930ef5f25a0ac41c9215b09c9ce2d3c/,NEGATIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2021-3928,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/15d9890eee53afc61eb0a03b878a19cb5672f732/,POSITIVE,,,,,
https://github.com/ytdl-patched/ytdl-patched,https://github.com/yt-dlp/yt-dlp,CVE-2023-35934,https://archive.softwareheritage.org/browse/revision/249683c3ecacaac38c34e3e6e5e6443bf3c08e83,https://archive.softwareheritage.org/browse/revision/3121512228487c9c690d3d39bfd2579addf96e07/ https://archive.softwareheritage.org/browse/revision/1ceb657bdd254ad961489e5060f2ccc7d556b729/ https://archive.softwareheritage.org/browse/revision/f8b4bcc0a791274223723488bfbfc23ea3276641/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-1968,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/409510c588b1eec1ae33511ae97a21eb8e110895/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-0417,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/652dee448618589de5528a9e9a36995803f5557a/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-3234,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/c249913edc35c0e666d783bfc21595cf9f7d9e0d/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-2287,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/5e59ea54c0c37c2f84770f068d95280069828774/,NEGATIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-1381,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/f50808ed135ab973296bca515ae4029b321afe47/,NEGATIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-3352,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/ef976323e770315b5fca544efb6b2faa25674d15/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-2182,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/f7c7c3fad6d2135d558f3b36d0d1a943118aeb5e/,NEGATIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-2345,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/32acf1f1a72ebb9d8942b9c9d80023bf1bb668ea/,NEGATIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-0359,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/85b6747abc15a7a81086db31289cf1b8b17e6cb1/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2021-3974,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/64066b9acd9f8cffdf4840f797748f938a13f2d6/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-0392,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/806d037671e133bd28a7864248763f643967973a/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2021-3927,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/0b5b06cb4777d1401fdf83e7d48d287662236e7e/,NEGATIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-2304,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/54e5fed6d27b747ff152cdb6edfb72ff60e70939/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-1733,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/60ae0e71490c97f2871a6344aca61cacf220f813/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2021-3770,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/b7081e135a16091c93f6f5f7525a5c58fb7ca9f9/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-3099,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/35d21c6830fc2d68aca838424a0e786821c5891c/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-0368,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/8d02ce1ed75d008c34a5c9aaa51b67cbb9d33baa/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-2000,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/44a3f3353e0407e9fffee138125a6927d1c9e7e5/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-1942,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/71223e2db87c2bf3b09aecb46266b56cda26191d/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-0943,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/5c68617d395f9d7b824f68475b24ce3e38d653a3/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-3296,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/96b9bf8f74af8abf1e30054f996708db7dc285be/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-2175,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/6046aded8da002b08d380db29de2ba0268b6616e/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-47024,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/a63ad78ed31e36dbdf3a9cd28071dcdbefce7d19/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-3591,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/8f3c3c6cd044e3b5bf08dbfa3b3f04bb3f711bad/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-0554,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/e3537aec2f8d6470010547af28dcbd83d41461b8/,POSITIVE,,,,,
https://github.com/Snapchat/KeyDB,https://github.com/redis/redis,CVE-2021-32627,https://archive.softwareheritage.org/browse/revision/603ebb27fb82a27fb98b0feb6749b0f7661a1c4b,https://archive.softwareheritage.org/browse/revision/f6a40570fa63d5afdd596c78083d754081d80ae3/,NEGATIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-2817,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/249e1b903a9c0460d618f6dcc59aeb8c03b24b20/,NEGATIVE,,,,,
https://github.com/linux-kernel-labs/linux,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git,CVE-2021-3501,https://archive.softwareheritage.org/browse/revision/696df5ea825e7b2468c80920cf3ad729ae8db2cc,https://archive.softwareheritage.org/browse/revision/04c4f2ee3f68c9a4bf1653d15f1a9a435ae33f7a/,POSITIVE,EXCLUDED,,,,
https://github.com/sonyxperiadev/kernel,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git,CVE-2021-3501,https://archive.softwareheritage.org/browse/revision/9ac561909bae9136f07ed94ffcad068fc24603ad,https://archive.softwareheritage.org/browse/revision/04c4f2ee3f68c9a4bf1653d15f1a9a435ae33f7a/,POSITIVE,,Already answered?,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-0629,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/34f8117dec685ace52cd9e578e2729db278163fc/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-3016,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/6d24a51b94beb1991cddce221f90b455e2d50db7/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-1927,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/4d97a565ae8be0d4debba04ebd2ac3e75a0c8010/,POSITIVE,,,,,
https://github.com/MotorolaMobilityLLC/kernel-msm,https://github.com/torvalds/linux,CVE-2021-3656,https://archive.softwareheritage.org/browse/revision/fb25b3dba2bc6319c82baa58ca2942e6cd87c81f,https://archive.softwareheritage.org/browse/revision/c7dfa4009965a9b2d7b329ee970eb8da0d32f0bc/,NEGATIVE,,,,,
https://github.com/google/ghost-kernel,https://github.com/torvalds/linux,CVE-2021-3656,https://archive.softwareheritage.org/browse/revision/edd5f9490d82df24c16f90a62f7be05c6c389867,https://archive.softwareheritage.org/browse/revision/c7dfa4009965a9b2d7b329ee970eb8da0d32f0bc/,POSITIVE,,sent,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-2581,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/f50940531dd57135fe60aa393ac9d3281f352d88/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2023-4735,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/889f6af37164775192e33b233a90e86fd3df0f57/,POSITIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-2946,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/adce965162dd89bf29ee0e5baf53652e7515762c/,POSITIVE,,,,,
https://github.com/gitpod-io/openvscode-server,https://github.com/microsoft/vscode,CVE-2020-16881,https://archive.softwareheritage.org/browse/revision/a9f87c0d7d691988d2a2f59ba8a159c8bb70d708,https://archive.softwareheritage.org/browse/revision/3dd905126b34dcd4de81fa624eb3a8cbe7485f13/,NEGATIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-1720,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/395bd1f6d3edc9f7edb5d1f2d7deaf5a9e3ab93c/,NEGATIVE,,,,,
https://github.com/rhysd/vim.wasm,https://github.com/vim/vim,CVE-2022-3037,https://archive.softwareheritage.org/browse/revision/310836b3824a401d18725f786bc7f3ff6ab678e8,https://archive.softwareheritage.org/browse/revision/4f1b083be43f351bc107541e7b0c9655a5d2c0bb/,POSITIVE,,,,,
